circ_mv,turnover,amount,first_seal_minutes,is_early_seal,open_times,date,symbol,is_limit_up,label
3516930048.0,2.16626,76185800.0,565,1,0,20260209,000014,1,0
6466200064.0,6.46435,403824000.0,646,0,0,20260209,000016,1,0
50741399552.0,15.4499,7683210240.0,784,0,5,20260213,000021,1,0
23865600000.0,5.35455,1253609984.0,667,0,0,20260203,000039,1,1
26259099648.0,7.24865,1862919936.0,596,1,2,20260204,000039,1,0
1870710016.0,17.7781,326167008.0,580,1,4,20260205,000056,1,1
2060499968.0,15.888,323150016.0,572,1,2,20260206,000056,1,0
2177979904.0,31.1173,663587968.0,578,1,9,20260210,000056,1,0
12014900224.0,5.67103,680425984.0,570,1,0,20260204,000070,1,0
14325499904.0,4.37616,619875968.0,570,1,0,20260210,000070,1,1
15756300288.0,1.15058,181288000.0,565,1,0,20260211,000070,1,1
17329199104.0,19.5918,3335790080.0,565,1,1,20260212,000070,1,1
17329237614.0,19.591812133789062,3335788048.0,565,1,1,20260213,000070,1,0
16709799936.0,5.1884,851539008.0,573,1,1,20260210,000156,1,0
9997840384.0,7.6747,741318016.0,620,0,0,20260211,000510,1,1
9997836184.16,7.674702167510986,741318320.0,620,0,0,20260212,000510,1,0
5083650048.0,3.94364,194531008.0,622,0,0,20260204,000517,1,0
7471029760.0,11.4326,826800000.0,869,0,2,20260209,000525,1,0
6944909824.0,14.2709,960916992.0,580,1,0,20260203,000533,1,1
7636660224.0,13.8441,1042649984.0,571,1,3,20260204,000533,1,0
8225679872.0,12.9846,1018209984.0,617,0,0,20260212,000533,1,1
8225677824.0,12.984615325927734,1018208320.0,617,0,0,20260213,000533,1,0
15324099584.0,6.2705,921457024.0,879,0,0,20260203,000534,1,0
51455700992.0,28.1189,13872199680.0,675,0,3,20260203,000547,1,0
64732999680.0,6.92923,4255899904.0,824,0,0,20260210,000559,1,0
8143940096.0,18.4531,1458739968.0,637,0,1,20260204,000560,1,0
5494450176.0,7.55912,407780000.0,618,0,0,20260209,000571,1,0
22655500288.0,12.2679,2721060096.0,577,1,0,20260205,000592,1,0
10736499712.0,14.5852,1525769984.0,786,0,15,20260212,000628,1,1
10736524972.25,14.585200309753418,1525769536.0,786,0,15,20260213,000628,1,0
26368299008.0,8.59854,2170650112.0,847,0,0,20260205,000636,1,0
76089696256.0,6.46056,4778789888.0,792,0,0,20260211,000657,1,1
76089700160.54,6.460564136505127,4778793472.0,792,0,0,20260212,000657,1,0
6222799872.0,10.9615,667118016.0,633,0,4,20260211,000659,1,1
6222800196.8,10.961530685424805,667118256.0,633,0,4,20260212,000659,1,0
20619300864.0,21.1897,4206779904.0,682,0,0,20260210,000681,1,0
22724300800.0,4.9509,1092729984.0,604,0,0,20260204,000723,1,0
34010699776.0,3.65158,1204499968.0,616,0,0,20260203,000738,1,0
9959879680.0,11.943,1168930048.0,590,1,4,20260206,000767,1,0
10542300160.0,9.59844,982425984.0,607,0,0,20260212,000767,1,1
10542332098.32,9.598443031311035,982425840.0,607,0,0,20260213,000767,1,0
4558320128.0,11.8366,526751008.0,597,1,0,20260213,000798,1,0
16955599872.0,4.66843,764452992.0,782,0,0,20260203,000811,1,0
10797400064.0,16.5196,1753609984.0,588,1,4,20260210,000815,1,0
15546999808.0,8.52733,1288620032.0,645,0,0,20260210,000818,1,0
5639079936.0,4.33804,244080992.0,570,1,0,20260205,000822,1,0
10190100480.0,12.7623,1279689984.0,593,1,2,20260212,000833,1,1
10190147503.96,12.76231861114502,1279685952.0,593,1,2,20260213,000833,1,0
2803020032.0,5.58952,151463008.0,617,0,0,20260204,000838,1,0
12817800192.0,5.89562,741228032.0,590,1,1,20260210,000839,1,0
13288200192.0,2.70693,359702016.0,570,1,0,20260213,000839,1,0
2630929920.0,5.77198,151856992.0,570,1,0,20260203,000856,1,0
10446499840.0,8.84781,900553024.0,587,1,1,20260210,000859,1,0
10724200448.0,16.5854,1747480064.0,599,1,2,20260213,000859,1,0
2529530112.0,18.0192,440212992.0,679,0,0,20260213,000890,1,0
5793319936.0,2.71347,157200000.0,565,1,0,20260209,000892,1,1
6376200192.0,1.35287,86261800.0,565,1,0,20260210,000892,1,1
7015960064.0,33.6943,2348420096.0,565,1,3,20260211,000892,1,1
7015955800.98,33.694271087646484,2348424992.0,565,1,3,20260212,000892,1,0
21676900352.0,5.94154,1266649984.0,595,1,2,20260203,000962,1,0
22344099840.0,5.69181,1237939968.0,651,0,0,20260211,000962,1,1
24576499712.0,9.31205,2214500096.0,825,0,2,20260212,000962,1,1
24576537731.25,9.312047004699709,2214500688.0,825,0,2,20260213,000962,1,0
41783201792.0,3.34325,1353510016.0,875,0,0,20260204,000983,1,0
3418650112.0,25.6976,857270016.0,573,1,5,20260203,000995,1,0
4623159808.0,6.77429,300200000.0,874,0,0,20260209,001217,1,0
5470909952.0,3.35974,182912000.0,570,1,0,20260211,001217,1,1
5470907316.299999,3.359739065170288,182911945.0,570,1,0,20260212,001217,1,0
5678600192.0,2.64524,144612000.0,685,0,0,20260204,001223,1,0
2167600128.0,14.6139,309774016.0,602,0,1,20260209,001266,1,0
17536200704.0,10.7178,1773010048.0,846,0,0,20260211,001267,1,1
17536188201.84,10.717779159545898,1773009952.0,846,0,0,20260212,001267,1,0
6269060096.0,4.79395,288292000.0,600,1,0,20260203,001316,1,0
1492720000.0,11.0406,158335008.0,642,0,0,20260209,001326,1,0
15587000320.0,13.0735,2025280000.0,570,1,3,20260209,001330,1,1
17140299776.0,6.10256,1022009984.0,572,1,0,20260210,001330,1,0
3951579904.0,7.3779,280923008.0,854,0,0,20260211,001359,1,1
3951576000.0,7.377904415130615,280922912.0,854,0,0,20260212,001359,1,0
2087049984.0,11.8927,244132992.0,578,1,0,20260206,001360,1,0
4516599808.0,11.4408,498439008.0,814,0,0,20260211,001376,1,1
4516596938.69,11.44078540802002,498438848.0,814,0,0,20260212,001376,1,0
1658249984.0,14.4642,229162000.0,633,0,0,20260203,001400,1,0
11504400384.0,0.844119,97110800.0,565,1,0,20260211,001896,1,1
12648699904.0,0.350214,44297600.0,565,1,0,20260212,001896,1,1
13915100160.0,1.70624,237426000.0,565,1,0,20260213,001896,1,0
11218599936.0,21.6015,2322080000.0,628,0,0,20260206,002009,1,0
12620900352.0,31.1752,3829850112.0,663,0,3,20260213,002009,1,0
3225530112.0,7.69921,239095008.0,683,0,0,20260203,002012,1,0
19577300992.0,6.08452,1146790016.0,803,0,0,20260206,002015,1,1
21541500928.0,9.81848,2070119936.0,643,0,1,20260209,002015,1,0
3862980096.0,18.962,719667008.0,576,1,2,20260206,002054,1,1
4251190016.0,27.7138,1116519936.0,611,0,9,20260209,002054,1,0
2491749888.0,7.50509,180846000.0,862,0,1,20260206,002072,1,0
9564309504.0,9.53167,883958016.0,781,0,0,20260209,002079,1,0
76086099968.0,1.7681,1330300032.0,573,1,0,20260211,002080,1,1
83687997440.0,7.72669,6316810240.0,813,0,4,20260212,002080,1,1
83688023134.08,7.726694583892822,6316808704.0,813,0,4,20260213,002080,1,0
10284999680.0,3.65364,368316992.0,610,0,0,20260210,002082,1,0
12133900288.0,6.25948,736110976.0,663,0,3,20260206,002099,1,1
13345699840.0,6.86011,909990976.0,565,1,3,20260209,002099,1,0
6234869760.0,41.5096,2467140096.0,845,0,0,20260203,002112,1,0
6659440128.0,24.2639,1555549952.0,598,1,0,20260206,002112,1,0
31152099328.0,4.66808,1400710016.0,896,0,0,20260203,002126,1,1
34268899328.0,7.56106,2582129920.0,570,1,20,20260204,002126,1,0
42703200256.0,9.8503,4042200064.0,832,0,1,20260204,002129,1,0
47187701760.0,10.7045,4943860224.0,591,1,1,20260209,002129,1,0
53115498496.0,21.65,11092200448.0,834,0,0,20260212,002131,1,1
53115492485.36,21.64998435974121,11092174592.0,834,0,0,20260213,002131,1,0
