序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date,symbol,name,board_count,change_pct,circ_mv,turnover,amount,first_seal_time,open_times
1,000533,顺钠股份,9.9723,7.94,835462976.0,5438130176,5485080064,15.9854,105028000.0,132106,132106,0,1/1,1,电网设备,20251105,000533,顺钠股份,1,9.9723,5438130176,15.9854,835462976.0,132106,0
2,000572,海马汽车,10.0125,8.79,525976992.0,14435399680,14456399872,3.66866,303876992.0,093015,093015,0,4/4,4,汽车整车,20251105,000572,海马汽车,4,10.0125,14435399680,3.66866,525976992.0,093015,0
3,000592,平潭发展,10.035,9.43,5783569920.0,18059300864,18216699904,32.5069,146263008.0,093242,144009,13,11/14,4,农牧饲渔,20251105,000592,平潭发展,4,10.035,18059300864,32.5069,5783569920.0,093242,13
4,000620,盈新发展,10.0,3.3,1836050048.0,15416800256,19377000448,12.2292,153870000.0,093600,095303,2,10/13,3,房地产开,20251105,000620,盈新发展,3,10.0,15416800256,12.2292,1836050048.0,093600,2
5,000629,钒钛股份,10.1695,3.25,710084992.0,30193600512,30195599360,2.42099,118006000.0,112818,112818,0,1/1,1,钢铁行业,20251105,000629,钒钛股份,1,10.1695,30193600512,2.42099,710084992.0,112818,0
6,000657,中钨高新,10.0132,25.05,4175749888.0,36181700608,57079001088,12.1801,161100000.0,143618,143618,0,1/1,1,小金属,20251105,000657,中钨高新,1,10.0132,36181700608,12.1801,4175749888.0,143618,0
7,000720,新能泰山,9.97151,3.86,128479000.0,4850209792,4850209792,2.68859,63222300.0,093612,093612,0,1/1,1,电网设备,20251105,000720,新能泰山,1,9.97151,4850209792,2.68859,128479000.0,093612,0
8,000753,漳州发展,10.0,10.12,1685250048.0,10033800192,10033800192,17.4072,114419000.0,135157,135157,0,4/8,2,汽车服务,20251105,000753,漳州发展,2,10.0,10033800192,17.4072,1685250048.0,135157,0
9,000755,山西高速,10.0559,5.91,199999008.0,8671800320,8671800320,2.34071,12673600.0,095315,105715,2,1/1,1,铁路公路,20251105,000755,山西高速,1,10.0559,8671800320,2.34071,199999008.0,095315,2
10,000796,凯撒旅业,10.0147,7.47,1148729984.0,9940830208,11980300288,12.0391,110354000.0,095830,095830,0,1/1,1,旅游酒店,20251105,000796,凯撒旅业,1,10.0147,9940830208,12.0391,1148729984.0,095830,0
11,000809,和展能源,10.0295,3.73,191942000.0,3076470016,3076470016,6.4664,114130000.0,094327,094327,0,1/1,1,风电设备,20251105,000809,和展能源,1,10.0295,3076470016,6.4664,191942000.0,094327,0
12,000993,闽东电力,10.0257,12.84,793406016.0,5646360064,5880099840,14.8659,89233800.0,103045,103045,0,2/2,2,电力行业,20251105,000993,闽东电力,2,10.0257,5646360064,14.8659,793406016.0,103045,0
13,001209,洪兴股份,10.0,21.78,166279008.0,2092940032,2864560128,8.35658,50975200.0,142127,142127,0,1/1,1,纺织服装,20251105,001209,洪兴股份,1,10.0,2092940032,8.35658,166279008.0,142127,0
14,001255,博菲电气,10.0083,39.79,339284000.0,3125740032,3234289920,10.9121,426160992.0,093054,093418,3,2/2,2,化学原料,20251105,001255,博菲电气,2,10.0083,3125740032,10.9121,339284000.0,093054,3
15,002112,三变科技,10.0344,16.01,1464009984.0,4195889920,4709040128,37.3403,83578600.0,130000,130000,0,1/1,1,电网设备,20251105,002112,三变科技,1,10.0344,4195889920,37.3403,1464009984.0,130000,0
16,002125,湘潭电化,9.99296,15.63,1158809984.0,9838799872,9838799872,12.1104,197124000.0,133457,133457,0,1/1,1,化学原料,20251105,002125,湘潭电化,1,9.99296,9838799872,12.1104,1158809984.0,133457,0
17,002150,通润装备,10.0048,22.76,949164032.0,8159860224,8267219968,12.3109,35391400.0,130030,130945,3,3/6,1,光伏设备,20251105,002150,通润装备,1,10.0048,8159860224,12.3109,949164032.0,130030,3
18,002163,海南发展,9.98668,16.52,2496460032.0,13274600448,13958700032,19.6696,95115600.0,105512,135857,3,3/6,1,玻璃玻纤,20251105,002163,海南发展,1,9.98668,13274600448,19.6696,2496460032.0,105512,3
19,002255,海陆重工,10.0,11.88,162384000.0,7579109888,9870869504,2.14252,435383008.0,092500,092500,0,3/3,3,电源设备,20251105,002255,海陆重工,3,10.0,7579109888,2.14252,162384000.0,092500,0
20,002300,太阳电缆,10.0304,7.24,385464000.0,5229239808,5229700096,7.62383,109078000.0,100636,100636,0,1/1,1,电网设备,20251105,002300,太阳电缆,1,10.0304,5229239808,7.62383,385464000.0,100636,0
21,002320,海峡股份,10.0,15.4,976800000.0,34411200512,34411200512,2.9037,186612000.0,093451,093451,0,1/1,1,航运港口,20251105,002320,海峡股份,1,10.0,34411200512,2.9037,976800000.0,093451,0
22,002333,罗普斯金,10.0813,6.77,537107968.0,4417849856,4569240064,12.448,264236000.0,094209,094242,1,2/2,2,装修建材,20251105,002333,罗普斯金,2,10.0813,4417849856,12.448,537107968.0,094209,1
23,002431,棕榈股份,9.92908,3.1,361140992.0,5619729920,5619729920,6.62235,90533296.0,093218,093218,0,2/3,1,工程建设,20251105,002431,棕榈股份,1,9.92908,5619729920,6.62235,361140992.0,093218,0
24,002434,万里扬,10.0,9.68,509372992.0,12693799936,12705999872,4.14811,105156000.0,111700,111700,0,1/1,1,汽车零部,20251105,002434,万里扬,1,10.0,12693799936,4.14811,509372992.0,111700,0
25,002451,摩恩电气,10.0128,8.57,184132992.0,3763510016,3776539904,4.89259,195266000.0,092500,092500,0,2/2,2,电网设备,20251105,002451,摩恩电气,2,10.0128,3763510016,4.89259,184132992.0,092500,0
26,002478,常宝股份,10.0147,7.47,693107968.0,5398750208,6729010176,12.9949,81544800.0,094333,102136,6,1/1,1,钢铁行业,20251105,002478,常宝股份,1,10.0147,5398750208,12.9949,693107968.0,094333,6
