序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date,symbol,name,board_count,change_pct,circ_mv,turnover,amount,first_seal_time,open_times
587,000020,深华发Ａ,9.97606,13.78,126290000.0,2496460032,3901959936,5.13049,72706496.0,102927,102927,0,1/1,1,光学光电,20250617,000020,深华发Ａ,1,9.97606,2496460032,5.13049,126290000.0,102927,0
588,000520,凤凰航运,10.0592,5.58,759420992.0,5647430144,5647430144,14.0663,112306000.0,105751,105751,0,2/3,1,航运港口,20250617,000520,凤凰航运,1,10.0592,5647430144,14.0663,759420992.0,105751,0
589,000525,红太阳,9.98782,9.03,1458640000.0,8940399616,11721199616,16.4611,39455700.0,093039,143336,12,1/1,1,农药兽药,20250617,000525,红太阳,1,9.98782,8940399616,16.4611,1458640000.0,093039,12
590,000777,中核科技,10.0,21.78,532612992.0,8350689792,8350839808,6.53823,138056992.0,093957,093957,0,1/1,1,通用设备,20250617,000777,中核科技,1,10.0,8350689792,6.53823,532612992.0,093957,0
591,001331,胜通能源,10.041,10.74,225656000.0,757814016,3031259904,30.3917,16761400.0,104106,131115,2,1/1,1,物流行业,20250617,001331,胜通能源,1,10.041,757814016,30.3917,225656000.0,104106,2
592,002015,协鑫能科,9.99066,11.78,137426000.0,19122800640,19122800640,0.71865,465572000.0,092500,092500,0,3/3,3,电力行业,20250617,002015,协鑫能科,3,9.99066,19122800640,0.71865,137426000.0,092500,0
593,002017,东信和平,10.0226,14.6,2359909888.0,8469250048,8474310144,28.3592,18364800.0,093133,150000,9,4/7,2,通信设备,20250617,002017,东信和平,2,10.0226,8469250048,28.3592,2359909888.0,093133,9
594,002104,恒宝股份,10.0224,14.71,3219950080.0,8821289984,10419399680,38.0702,140364000.0,110027,110027,0,7/13,2,通信设备,20250617,002104,恒宝股份,2,10.0224,8821289984,38.0702,3219950080.0,110027,0
595,002173,创新医疗,10.0087,12.64,304952992.0,5262090240,5577829888,5.79529,217567008.0,092500,092500,0,1/1,1,医疗服务,20250617,002173,创新医疗,1,10.0087,5262090240,5.79529,304952992.0,092500,0
596,002207,准油股份,10.0662,8.31,630574976.0,2167310080,2177679872,29.0991,80373504.0,092500,100754,2,3/3,3,采掘行业,20250617,002207,准油股份,3,10.0662,2167310080,29.0991,630574976.0,092500,2
597,002366,融发核电,10.013,8.46,3293920000.0,10629699584,17604700160,32.4995,131006000.0,105115,105454,2,2/4,1,电源设备,20250617,002366,融发核电,1,10.013,10629699584,32.4995,3293920000.0,105115,2
598,002391,长青股份,10.0,6.6,526151008.0,3063200000,4287310080,18.0448,108018000.0,144933,144933,0,1/1,1,农药兽药,20250617,002391,长青股份,1,10.0,3063200000,18.0448,526151008.0,144933,0
599,002490,山东墨龙,10.0209,5.27,808760000.0,2854299904,4204659968,28.9264,9492320.0,094415,145651,7,3/3,3,专用设备,20250617,002490,山东墨龙,3,10.0209,2854299904,28.9264,808760000.0,094415,7
