序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date,symbol,name,board_count,change_pct,circ_mv,turnover,amount,first_seal_time,open_times
1,000014,沙河股份,9.99243,14.53,76185800.0,3516930048.0,3516930048.0,2.16626,85180400.0,092500,092500,0,1/1,1,房地产开,20260209,000014,沙河股份,1,9.99243,3516930048.0,2.16626,76185800.0,092500,0
2,000016,深康佳Ａ,10.0543,4.05,403824000.0,6466200064.0,9752179712.0,6.46435,97100496.0,104630,104630,0,1/1,1,家电行业,20260209,000016,深康佳Ａ,1,10.0543,6466200064.0,6.46435,403824000.0,104630,0
3,000525,红太阳,9.98363,6.72,826800000.0,7471029760.0,8757229568.0,11.4326,33268100.0,142906,143409,2,1/1,1,农药兽药,20260209,000525,红太阳,1,9.98363,7471029760.0,11.4326,826800000.0,142906,2
4,000571,新大洲A,9.93485,6.75,407780000.0,5494450176.0,5664119808.0,7.55912,34612600.0,101818,101818,0,1/1,1,煤炭行业,20260209,000571,新大洲A,1,9.93485,5494450176.0,7.55912,407780000.0,101818,0
5,000892,欢瑞世纪,9.9865,8.15,157200000.0,5793319936.0,7994990080.0,2.71347,128689000.0,092500,092500,0,1/1,1,文化传媒,20260209,000892,欢瑞世纪,1,9.9865,5793319936.0,2.71347,157200000.0,092500,0
6,001217,华尔泰,10.0078,14.07,300200000.0,4623159808.0,4669409792.0,6.77429,104830000.0,143448,143448,0,1/1,1,化学原料,20260209,001217,华尔泰,1,10.0078,4623159808.0,6.77429,300200000.0,143448,0
7,001266,宏英智能,9.99116,37.32,309774016.0,2167600128.0,3865609984.0,14.6139,157784000.0,100215,100906,1,1/1,1,仪器仪表,20260209,001266,宏英智能,1,9.99116,2167600128.0,14.6139,309774016.0,100215,1
8,001326,联域股份,10.0,61.93,158335008.0,1492720000.0,4533279744.0,11.0406,42342500.0,104200,104200,0,1/1,1,光学光电,20260209,001326,联域股份,1,10.0,1492720000.0,11.0406,158335008.0,104200,0
9,001330,博纳影业,9.9903,11.34,2025280000.0,15587000320.0,15587000320.0,13.0735,195118000.0,093000,095633,3,1/1,1,文化传媒,20260209,001330,博纳影业,1,9.9903,15587000320.0,13.0735,2025280000.0,093000,3
10,002015,协鑫能科,10.0332,13.27,2070119936.0,21541500928.0,21541500928.0,9.81848,95696000.0,104333,104524,1,2/2,2,电力行业,20260209,002015,协鑫能科,2,10.0332,21541500928.0,9.81848,2070119936.0,104333,1
11,002054,德美化工,10.0498,11.06,1116519936.0,4251190016.0,5332199936.0,27.7138,30448200.0,101133,111527,9,2/2,2,化学制品,20260209,002054,德美化工,2,10.0498,4251190016.0,27.7138,1116519936.0,101133,9
12,002079,苏州固锝,9.96276,11.81,883958016.0,9564309504.0,9573300224.0,9.53167,82181104.0,130106,130106,0,1/1,1,半导体,20260209,002079,苏州固锝,1,9.96276,9564309504.0,9.53167,883958016.0,130106,0
13,002099,海翔药业,9.98668,8.26,909990976.0,13345699840.0,13370600448.0,6.86011,34799000.0,092500,131339,3,2/2,2,化学制药,20260209,002099,海翔药业,2,9.98668,13345699840.0,6.86011,909990976.0,092500,3
14,002129,TCL中环,9.98117,11.68,4943860224.0,47187701760.0,47223599104.0,10.7045,205860992.0,095109,132603,1,2/4,1,光伏设备,20260209,002129,TCL中环,1,9.98117,47187701760.0,10.7045,4943860224.0,095109,1
15,002218,拓日新能,9.94475,7.96,3347180032.0,11083499520.0,11247599616.0,30.8743,42086900.0,094454,145515,4,2/4,1,光伏设备,20260209,002218,拓日新能,1,9.94475,11083499520.0,30.8743,3347180032.0,094454,4
16,002272,川润股份,10.0065,16.93,1289730048.0,6543320064.0,8208970240.0,20.224,131379000.0,104251,104251,0,1/1,1,工程机械,20260209,002272,川润股份,1,10.0065,6543320064.0,20.224,1289730048.0,104251,0
17,002296,辉煌科技,10.0311,14.15,467984000.0,4915930112.0,5512560128.0,9.65064,131778000.0,094509,094509,0,1/1,1,通信设备,20260209,002296,辉煌科技,1,10.0311,4915930112.0,9.65064,467984000.0,094509,0
18,002309,中利集团,9.9359,3.43,659894976.0,7966819840.0,10316300288.0,8.42203,86303296.0,095030,095030,0,1/1,1,光伏设备,20260209,002309,中利集团,1,9.9359,7966819840.0,8.42203,659894976.0,095030,0
19,002323,雅博股份,10.1124,1.96,275700000.0,4155950080.0,4156879872.0,6.75478,79323400.0,094024,094024,0,1/1,1,装修建材,20260209,002323,雅博股份,1,10.1124,4155950080.0,6.75478,275700000.0,094024,0
20,002429,兆驰股份,10.0,10.34,510414016.0,46781599744.0,46808600576.0,1.09106,160484000.0,092500,092500,0,1/1,1,家电行业,20260209,002429,兆驰股份,1,10.0,46781599744.0,1.09106,510414016.0,092500,0
21,002438,江苏神通,10.0299,18.43,354496000.0,8641470464.0,9353920512.0,4.13018,273367008.0,093109,093200,1,1/1,1,通用设备,20260209,002438,江苏神通,1,10.0299,8641470464.0,4.13018,354496000.0,093109,1
22,002440,闰土股份,9.99243,14.53,734547968.0,13750599680.0,16331700224.0,5.4374,59940200.0,093200,093200,0,2/2,2,化学制品,20260209,002440,闰土股份,2,9.99243,13750599680.0,5.4374,734547968.0,093200,0
23,002455,百川股份,9.96409,12.25,334927008.0,6360560128.0,7279669760.0,5.26752,215124992.0,093000,093000,0,6/9,2,化学制品,20260209,002455,百川股份,2,9.96409,6360560128.0,5.26752,334927008.0,093000,0
24,002471,中超控股,10.0307,10.75,4638600192.0,14432700416.0,14714200064.0,34.6981,189339008.0,142824,142824,0,3/6,1,电网设备,20260209,002471,中超控股,1,10.0307,14432700416.0,34.6981,4638600192.0,142824,0
25,002501,利源股份,10.2041,2.16,267379008.0,7660369920.0,7667999744.0,3.60436,67742704.0,102118,102118,0,1/1,1,有色金属,20260209,002501,利源股份,1,10.2041,7660369920.0,3.60436,267379008.0,102118,0
26,002506,协鑫集成,10.0437,5.04,2221639936.0,29455900672.0,29485600768.0,7.64496,698569984.0,093148,093148,0,6/12,4,光伏设备,20260209,002506,协鑫集成,4,10.0437,29455900672.0,7.64496,2221639936.0,093148,0
27,002534,西子洁能,10.0225,19.54,412060992.0,16115500032.0,16334199808.0,2.60934,153354000.0,094730,094730,0,1/1,1,电源设备,20260209,002534,西子洁能,1,10.0225,16115500032.0,2.60934,412060992.0,094730,0
28,002623,亚玛顿,10.0178,30.97,426956000.0,6151759872.0,6164969984.0,7.12958,79654800.0,094930,094930,0,2/4,1,光伏设备,20260209,002623,亚玛顿,1,10.0178,6151759872.0,7.12958,426956000.0,094930,0
29,002624,完美世界,10.0153,21.53,1302579968.0,39351099392.0,41767501824.0,3.31268,103106000.0,093000,093109,1,2/2,2,游戏,20260209,002624,完美世界,2,10.0153,39351099392.0,3.31268,1302579968.0,093000,1
30,002716,湖南白银,9.96885,14.12,6450999808.0,32826900480.0,39862001664.0,20.203,99505800.0,131839,140109,2,1/1,1,贵金属,20260209,002716,湖南白银,1,9.96885,32826900480.0,20.203,6450999808.0,131839,2
31,002830,名雕股份,10.0163,33.72,358688992.0,2254269952.0,4496220160.0,16.3059,277720992.0,093142,093142,0,6/7,2,装修装饰,20260209,002830,名雕股份,2,10.0163,2254269952.0,16.3059,358688992.0,093142,0
32,003018,金富科技,9.98053,22.59,45544100.0,2213339904.0,5873399808.0,2.05771,147036000.0,092500,092500,0,3/3,3,塑料制品,20260209,003018,金富科技,3,9.98053,2213339904.0,2.05771,45544100.0,092500,0
33,300182,捷成股份,19.9319,7.04,3594480128.0,15902699520.0,18753300480.0,23.482,148368992.0,095727,101406,2,1/1,1,文化传媒,20260209,300182,捷成股份,1,19.9319,15902699520.0,23.482,3594480128.0,095727,2
