序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,symbol,name,board_count,change_pct,circ_mv,turnover,amount,first_seal_time,open_times,date
1,002445,中南文化,10.071942329406738,3.06,53546481,7241125777.38,7272419060.16,0.739477276802063,431795223,092500,092500,0,1/1,1,通用设备,002445,中南文化,1,10.071942329406738,7241125777.38,0.739477276802063,53546481,092500,0,20260309
2,600227,赤天化,10.030394554138184,3.62,896108880,4624911286.860001,6113194201.6,19.446067810058594,34308912,092501,142022,9,6/3,2,农化制品,600227,赤天化,2,10.030394554138184,4624911286.860001,19.446067810058594,896108880,092501,9,20260309
3,600821,金开新能,10.0,9.46,760310416,18894112265.38,18894112293.760002,4.024060249328613,509688907,092501,092501,0,7/4,2,电力,600821,金开新能,2,10.0,18894112265.38,4.024060249328613,760310416,092501,0,20260309
4,605268,王力安防,9.971305847167969,15.33,76535025,6752750025.0,6841817263.68,1.1333904266357422,624731226,092503,092503,0,4/4,4,家居用品,605268,王力安防,4,9.971305847167969,6752750025.0,1.1333904266357422,76535025,092503,0,20260309
5,601789,宁波建工,10.018214225769043,6.04,279733360,6564263483.6,9207326906.88,4.261458396911621,231745136,092504,092504,0,2/2,2,房屋建设,601789,宁波建工,2,10.018214225769043,6564263483.6,4.261458396911621,279733360,092504,0,20260309
6,000533,顺钠股份,10.01344108581543,16.37,863385648,11211852288.0,11308657920.0,7.838573932647705,202478860,093012,093012,0,4/4,4,电网设备,000533,顺钠股份,4,10.01344108581543,11211852288.0,7.838573932647705,863385648,093012,0,20260309
7,002082,万邦德,10.023585319519043,18.66,486121744,10323699524.52,11414117784.960001,4.7782745361328125,91488897,093018,104412,2,1/1,1,化学制药,002082,万邦德,1,10.023585319519043,10323699524.52,4.7782745361328125,486121744,093018,2,20260309
8,002015,协鑫能科,9.98719596862793,17.18,1961535360,27888716868.52,27888716765.44,7.070132255554199,243256808,093233,094836,2,2/2,2,电力,002015,协鑫能科,2,9.98719596862793,27888716868.52,7.070132255554199,1961535360,093233,2,20260309
9,002300,太阳电缆,9.980988502502441,11.57,769035152,8356666306.56,8357400862.72,9.394440650939941,199921894,093345,093345,0,1/1,1,电网设备,002300,太阳电缆,1,9.980988502502441,8356666306.56,9.394440650939941,769035152,093345,0,20260309
10,001258,立新能源,9.988248825073242,9.36,357215136,8735908746.24,8735999950.08,4.215061664581299,80483232,093742,093742,0,1/1,1,电力,001258,立新能源,1,9.988248825073242,8735908746.24,4.215061664581299,357215136,093742,0,20260309
11,002903,宇环数控,10.0,27.61,334485600,2944417343.89,4326431780.0,11.516170501708984,153037729,093951,093951,0,1/1,1,通用设备,002903,宇环数控,1,10.0,2944417343.89,11.516170501708984,334485600,093951,0,20260309
12,603138,海量数据,10.014171600341797,23.29,999854656,6715504976.5,6844295276.16,15.303751945495605,52834948,094118,112922,1,1/1,1,IT服务Ⅱ,603138,海量数据,1,10.014171600341797,6715504976.5,15.303751945495605,999854656,094118,1,20260309
13,688158,优刻得-W,19.989423751831055,45.38,3107646576,18400405945.04,20707124893.440002,17.414329528808594,280158421,094147,094147,0,1/1,1,IT服务Ⅱ,688158,优刻得-W,1,19.989423751831055,18400405945.04,17.414329528808594,3107646576,094147,0,20260309
14,600602,云赛智联,9.98023796081543,22.26,2670300336,23913984557.4,30444411130.56,11.315990447998047,190316433,094313,100237,2,1/1,1,软件开发,600602,云赛智联,1,9.98023796081543,23913984557.4,11.315990447998047,2670300336,094313,2,20260309
15,301606,绿联科技,20.0,80.88,1064302640,17714039071.92,33557905271.039997,6.335503101348877,143044044,094439,132500,1,1/1,1,消费电子,301606,绿联科技,1,20.0,17714039071.92,6.335503101348877,1064302640,094439,1,20260309
16,600135,乐凯胶片,9.956235885620117,10.05,235641125,5560736344.950001,5560736395.200001,4.338377952575684,105554134,094654,094654,0,1/1,1,塑料,600135,乐凯胶片,1,9.956235885620117,5560736344.950001,4.338377952575684,235641125,094654,0,20260309
17,688229,博睿数据,20.0,103.14,316399360,4579416000.0,4579416000.0,7.208279132843018,72590550,095325,095325,0,1/1,1,IT服务Ⅱ,688229,博睿数据,1,20.0,4579416000.0,7.208279132843018,316399360,095325,0,20260309
18,000601,韶能股份,9.934853553771973,6.75,1453721280,7084306622.25,7184317464.0,21.300539016723633,13611584,095436,133851,2,2/2,2,电力,000601,韶能股份,2,9.934853553771973,7084306622.25,21.300539016723633,1453721280,095436,2,20260309
19,000862,银星能源,10.0,8.36,855346192,5249804855.679999,7674101325.44,17.12145233154297,106287234,095939,095939,0,4/2,1,电力,000862,银星能源,1,10.0,5249804855.679999,17.12145233154297,855346192,095939,0,20260309
20,601567,三星医疗,9.996600151062012,32.35,2450986624,45458524090.0,45458524348.8,5.485321998596191,21315738,100536,144427,5,2/2,2,电网设备,601567,三星医疗,2,9.996600151062012,45458524090.0,5.485321998596191,2450986624,100536,5,20260309
21,301179,泽宇智能,19.99003028869629,24.07,776211184,5716756157.43,9734090161.76,14.588388442993164,114709051,101348,101348,0,1/1,1,电网设备,301179,泽宇智能,1,19.99003028869629,5716756157.43,14.588388442993164,776211184,101348,0,20260309
22,600851,海欣股份,10.025062561035156,8.78,245639298,6481449645.799999,10597957720.64,3.9267444610595703,77712104,102130,102130,0,1/1,1,化学制药,600851,海欣股份,1,10.025062561035156,6481449645.799999,3.9267444610595703,245639298,102130,0,20260309
23,000534,万泽股份,9.990301132202148,45.36,1872865136,22678658069.76,23113120504.32,8.72799015045166,70010075,102524,143724,1,2/2,2,生物制品,000534,万泽股份,2,9.990301132202148,22678658069.76,8.72799015045166,1872865136,102524,1,20260309
24,002112,三变科技,9.99203872680664,27.63,1708480144,7241257966.5,8126847266.4,25.29688262939453,291393080,103330,103330,0,1/1,1,电网设备,002112,三变科技,1,9.99203872680664,7241257966.5,25.29688262939453,1708480144,103330,0,20260309
25,601877,正泰电器,10.0,39.05,3491436640,83917238512.79999,83917238512.79999,4.3059468269348145,107630000,103505,132656,2,1/1,1,电网设备,601877,正泰电器,1,10.0,83917238512.79999,4.3059468269348145,3491436640,103505,2,20260309
26,600268,国电南自,10.033670425415039,16.34,1342265376,16516984634.82,16599328610.56,8.58376693725586,180394318,104257,104257,0,1/1,1,电网设备,600268,国电南自,1,10.033670425415039,16516984634.82,8.58376693725586,1342265376,104257,0,20260309
27,002930,宏川智慧,9.970015525817871,14.67,315248400,6348001373.1,6711376422.24,5.1340765953063965,61395064,105321,105321,0,1/1,1,物流,002930,宏川智慧,1,9.970015525817871,6348001373.1,5.1340765953063965,315248400,105321,0,20260309
28,002730,电光科技,9.9827880859375,19.17,553214160,6633392799.6,6941071452.960001,8.667798042297363,111550670,105606,105606,0,1/1,1,专用设备,002730,电光科技,1,9.9827880859375,6633392799.6,8.667798042297363,553214160,105606,0,20260309
29,002575,群兴玩具,10.013717651367188,8.02,755830608,4695673910.0,4944330000.0,16.7115478515625,188867583,110636,110636,0,1/1,1,文娱用品,002575,群兴玩具,1,10.013717651367188,4695673910.0,16.7115478515625,755830608,110636,0,20260309
30,000815,美利云,9.993868827819824,17.94,3849463248,12473018847.900002,12473018937.6,32.422706604003906,138686407,111100,133248,2,3/3,3,IT服务Ⅱ,000815,美利云,3,9.993868827819824,12473018847.900002,32.422706604003906,3849463248,111100,2,20260309
31,603165,荣晟环保,10.00735855102539,14.95,231957030,4375562875.45,4375562890.4,5.515353679656982,112303204,112318,112318,0,1/1,1,造纸,603165,荣晟环保,1,10.00735855102539,4375562875.45,5.515353679656982,231957030,112318,0,20260309
32,002068,黑猫股份,10.0578031539917,9.52,445282224,6997255415.92,7000486304.0,6.569748878479004,157294390,112927,112927,0,1/1,1,橡胶,002068,黑猫股份,1,10.0578031539917,6997255415.92,6.569748878479004,445282224,112927,0,20260309
33,601969,海南矿业,10.008136749267578,13.52,1192452560,26753282928.32,27016316421.12,4.569638252258301,144868841,130525,130525,0,1/1,1,冶钢原料,601969,海南矿业,1,10.008136749267578,26753282928.32,4.569638252258301,1192452560,130525,0,20260309
34,002229,鸿博股份,10.018439292907715,17.9,1157451360,8827640987.9,8881827635.199999,13.758369445800781,103367863,132530,132530,0,1/1,1,包装印刷,002229,鸿博股份,1,10.018439292907715,8827640987.9,13.758369445800781,1157451360,132530,0,20260309
35,688316,青云科技-U,20.0,89.52,1008085744,4287840508.08,4287840508.08,25.253551483154297,85952001,133405,133405,0,1/1,1,IT服务Ⅱ,688316,青云科技-U,1,20.0,4287840508.08,25.253551483154297,1008085744,133405,0,20260309
36,300113,顺网科技,19.983654022216797,29.36,3267717760,15220884629.36,20069500108.8,23.114463806152344,180759537,133712,135557,1,1/1,1,游戏Ⅱ,300113,顺网科技,1,19.983654022216797,15220884629.36,23.114463806152344,3267717760,133712,1,20260309
37,000973,佛塑科技,10.015174865722656,14.5,1147168688,14027635979.5,35644433136.0,8.586219787597656,105835471,135006,135006,0,1/1,1,塑料,000973,佛塑科技,1,10.015174865722656,14027635979.5,8.586219787597656,1147168688,135006,0,20260309
38,001339,智微智能,9.995476722717285,72.96,1462266416,8710735038.72,18403929446.399998,17.844655990600586,56580480,135039,135039,0,1/1,1,计算机设,001339,智微智能,1,9.995476722717285,8710735038.72,17.844655990600586,1462266416,135039,0,20260309
39,003035,南网能源,9.988518714904785,9.58,2163796080,36287878779.46,36287878750.72,6.240450859069824,201313267,140118,140118,0,1/1,1,电力,003035,南网能源,1,9.988518714904785,36287878779.46,6.240450859069824,2163796080,140118,0,20260309
40,000066,中国长城,10.006373405456543,17.26,3710296240,55673680603.880005,55677292258.880005,6.966542720794678,298372083,140724,140724,0,1/1,1,计算机设,000066,中国长城,1,10.006373405456543,55673680603.880005,6.966542720794678,3710296240,140724,0,20260309
41,301396,宏景科技,20.002099990844727,114.29,2468802592,8695305947.460001,17545520446.63,31.517318725585938,32201207,140948,141348,2,1/1,1,IT服务Ⅱ,301396,宏景科技,1,20.002099990844727,8695305947.460001,31.517318725585938,2468802592,140948,2,20260309
42,002261,拓维信息,10.01280403137207,42.96,13798037504,49217221991.76,54122360037.12,29.7503604888916,272697879,141033,141033,0,2/2,2,软件开发,002261,拓维信息,2,10.01280403137207,49217221991.76,29.7503604888916,13798037504,141033,0,20260309
