序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date,symbol,name,board_count,change_pct,circ_mv,turnover,amount,first_seal_time,open_times
1765,000409,云鼎科技,9.98217,12.34,876771008.0,5224059904,8366400000,17.2657,125012000.0,134600,135839,3,1/1,1,互联网服,20250715,000409,云鼎科技,1,9.98217,5224059904,17.2657,876771008.0,134600,3
1766,000514,渝 开 发,10.0471,7.01,1164829952.0,5914829824,5914829824,21.9852,34303900.0,144400,144400,0,5/7,1,房地产开,20250715,000514,渝 开 发,1,10.0471,5914829824,21.9852,1164829952.0,144400,0
1767,000545,金浦钛业,10.1083,3.05,52241100.0,3005479936,3009840128,1.7382,126276000.0,092500,092500,0,1/1,1,化学原料,20250715,000545,金浦钛业,1,10.1083,3005479936,1.7382,52241100.0,092500,0
1768,000880,潍柴重机,9.98943,41.62,1267369984.0,6749179904,13789599744,19.1999,70565296.0,095018,100945,3,2/2,2,通用设备,20250715,000880,潍柴重机,2,9.98943,6749179904,19.1999,1267369984.0,095018,3
1769,000965,天保基建,9.9768,4.74,1271309952.0,5260599808,5260599808,25.583,4413980.0,132203,145215,6,2/3,1,房地产开,20250715,000965,天保基建,1,9.9768,5260599808,25.583,1271309952.0,132203,6
1770,001287,中电港,9.98914,20.26,1310019968.0,8861609984,15395600384,14.9674,82871504.0,094748,101857,7,1/1,1,贸易行业,20250715,001287,中电港,1,9.98914,8861609984,14.9674,1310019968.0,094748,7
1771,002082,万邦德,10.0282,7.79,100787000.0,4309859840,4765060096,2.33852,96632704.0,092500,092500,0,1/1,1,化学制药,20250715,002082,万邦德,1,10.0282,4309859840,2.33852,100787000.0,092500,0
1772,002086,东方海洋,10.0358,3.07,1189560064.0,4854550016,6013969920,24.7346,5860320.0,093248,145403,4,1/1,1,农牧饲渔,20250715,002086,东方海洋,1,10.0358,4854550016,24.7346,1189560064.0,093248,4
1773,002131,利欧股份,9.91254,3.77,3362390016.0,22053500928,25529600000,15.5179,311267008.0,094915,101321,3,1/1,1,互联网服,20250715,002131,利欧股份,1,9.91254,22053500928,15.5179,3362390016.0,094915,3
1774,002133,广宇集团,9.96785,3.42,103990000.0,2632960000,2647569920,3.96511,46860800.0,093006,093006,0,1/1,1,房地产开,20250715,002133,广宇集团,1,9.96785,2632960000,3.96511,103990000.0,093006,0
1775,002161,远 望 谷,10.0304,7.24,257272000.0,5165450240,5355840000,5.04097,74292496.0,093103,093103,0,1/1,1,电子元件,20250715,002161,远 望 谷,1,10.0304,5165450240,5.04097,257272000.0,093103,0
1776,002209,达 意 隆,9.98695,16.85,602924032.0,2616869888,3353639936,23.2953,37588800.0,093106,102724,3,3/3,3,专用设备,20250715,002209,达 意 隆,3,9.98695,2616869888,23.2953,602924032.0,093106,3
1777,002393,力生制药,9.97974,21.71,264300000.0,5434549760,5594780160,4.94872,75529904.0,093318,093318,0,1/1,1,化学制药,20250715,002393,力生制药,1,9.97974,5434549760,4.94872,264300000.0,093318,0
1778,002394,联发股份,9.97732,9.7,189992992.0,3135869952,3139889920,6.24317,52038500.0,094627,094627,0,1/1,1,纺织服装,20250715,002394,联发股份,1,9.97732,3135869952,6.24317,189992992.0,094627,0
1779,002645,华宏科技,10.0,12.65,792473984.0,6487710208,7356420096,12.2238,63698500.0,092500,140421,2,3/3,3,环保行业,20250715,002645,华宏科技,3,10.0,6487710208,12.2238,792473984.0,092500,2
1780,002674,兴业科技,9.99021,11.23,359728992.0,3285489920,3319040000,11.3024,24649800.0,104524,111921,4,2/4,1,纺织服装,20250715,002674,兴业科技,1,9.99021,3285489920,11.3024,359728992.0,104524,4
1781,002725,跃岭股份,10.0306,14.37,373340992.0,3045380096,3678720000,12.6201,125094000.0,095045,095045,0,1/1,1,汽车零部,20250715,002725,跃岭股份,1,10.0306,3045380096,12.6201,373340992.0,095045,0
1782,002755,奥赛康,10.0051,21.66,426481984.0,20103800832,20103999488,2.1558,24984500.0,093627,132424,1,1/1,1,化学制药,20250715,002755,奥赛康,1,10.0051,20103800832,2.1558,426481984.0,093627,1
1783,002901,大博医疗,9.99207,41.61,255292000.0,12005000192,17227399168,2.15396,39483700.0,093633,093633,0,1/1,1,医疗器械,20250715,002901,大博医疗,1,9.99207,12005000192,2.15396,255292000.0,093633,0
1784,002938,鹏鼎控股,10.0051,43.43,3539470080.0,100183998464,100673003520,3.5775,49743900.0,094442,143557,13,1/1,1,电子元件,20250715,002938,鹏鼎控股,1,10.0051,100183998464,3.5775,3539470080.0,094442,13
1785,002951,金时科技,10.0188,17.57,366128000.0,7115820032,7115850240,5.40486,48429800.0,100736,100736,0,4/7,1,电源设备,20250715,002951,金时科技,1,10.0188,7115820032,5.40486,366128000.0,100736,0
1786,003037,三和管桩,10.0116,9.45,513452000.0,5595109888,5661259776,9.23835,46339000.0,093024,093742,2,2/2,2,水泥建材,20250715,003037,三和管桩,2,10.0116,5595109888,9.23835,513452000.0,093024,2
1787,003040,楚天龙,10.011,29.89,4035500032.0,13655300096,13783400448,31.2425,155655008.0,142530,142900,2,2/2,2,通信设备,20250715,003040,楚天龙,2,10.011,13655300096,31.2425,4035500032.0,142530,2
1788,300378,鼎捷数智,20.0,46.02,1886230016.0,12396900352,12489499648,16.4524,96645904.0,134251,140909,1,1/1,1,软件开发,20250715,300378,鼎捷数智,1,20.0,12396900352,16.4524,1886230016.0,134251,1
1789,300502,新易盛,20.0,157.08,8097610240.0,139039997952,156093005824,5.93484,605353984.0,093945,093945,0,1/1,1,通信设备,20250715,300502,新易盛,1,20.0,139039997952,5.93484,8097610240.0,093945,0
1790,300839,博汇股份,19.9653,13.82,197358000.0,3319660032,3392560128,6.28389,50003900.0,094827,094827,0,1/1,1,石油行业,20250715,300839,博汇股份,1,19.9653,3319660032,6.28389,197358000.0,094827,0
1791,600588,用友网络,9.97715,14.44,2346729984.0,49341399040,49341399040,4.93596,131988000.0,141739,142242,1,1/1,1,软件开发,20250715,600588,用友网络,1,9.97715,49341399040,4.93596,2346729984.0,141739,1
1792,600822,上海物贸,10.0083,13.3,846924992.0,5268769792,6596440064,17.2681,75320400.0,110154,110154,0,3/3,3,汽车服务,20250715,600822,上海物贸,3,10.0083,5268769792,17.2681,846924992.0,110154,0
1793,600826,兰生股份,10.0101,10.88,820979968.0,8002610176,8002610176,10.2785,47998400.0,092501,105356,10,3/3,3,贸易行业,20250715,600826,兰生股份,3,10.0101,8002610176,10.2785,820979968.0,092501,10
1794,601003,柳钢股份,10.0791,5.57,992409024.0,14274799616,14274799616,7.03482,13063300.0,093619,104446,8,6/11,1,钢铁行业,20250715,601003,柳钢股份,1,10.0791,14274799616,7.03482,992409024.0,093619,8
